company1,company2,similarity,block_key,company1_processed,company2_processed,idx1,idx2,component_id,component_size
Ana Thatcher Photography,Ana Thatcher Photography,1.0,website_anathatcher,ana thatcher photography,ana thatcher photography,20768,2691,360,2
Occupational Matters,Occupational Matters,1.0,website_occmatters,occupational matters,occupational matters,25587,3231,361,2
FUNDS FOR GOOD,FUNDS FOR GOOD,1.0,website_funds-for-good,funds for good,funds for good,12414,3263,362,2
LagerGroothandel,Lager Groothandel,1.0,website_lager-groothandel,lagergroothandel,lager groothandel,3667,11636,364,2
Calgary Glass Railings,Calgary Glass Railings,1.0,website_calgaryglassrailings,calgary glass railings,calgary glass railings,4448,20905,354,12
Assembly Jiu-Jitsu,Assembly Jiu-Jitsu,1.0,website_assembly-detroit,assembly jiujitsu,assembly jiujitsu,4734,31455,369,2
lakeview global inc.,LAKEVIEW GLOBAL INC.,1.0,website_lakeviewglobalinc,lakeview global inc,lakeview global inc,9176,4986,370,3
Amanda Hemphill Photography,Amanda Hemphill Photography,1.0,website_amandahemphill,amanda hemphill photography,amanda hemphill photography,26456,6068,372,2
Marianne Guély Editions,Marianne Guely Editions,1.0,website_marianneguelyeditions,marianne guely editions,marianne guely editions,6344,7403,374,2
Yacht Club de Trois-Rivières,YACHT CLUB de Trois-Rivières,1.0,website_yc3r,yacht club de troisrivieres,yacht club de troisrivieres,6440,22877,375,2
NEEV CLASSES,Neev Classes,1.0,website_nvclasses,neev classes,neev classes,6720,18407,376,3
AUTOHAUS BAUER OTTOBRUNN GMBH,Autohaus Bauer Ottobrunn GmbH,1.0,website_honda-bauer,autohaus bauer ottobrunn,autohaus bauer ottobrunn,31624,7554,377,4
Zoo City Drug II,Zoo City Drug II,1.0,website_zoocitydrug2,zoo city drug ii,zoo city drug ii,28917,7621,378,4
Circus Carl Busch,Circus Carl Busch,1.0,website_circus-carl-busch,circus carl busch,circus carl busch,15099,8686,379,2
Layda b,Layda b,1.0,website_laydab,layda b,layda b,26770,9359,381,3
Uhrsachen,Uhrsachen,1.0,website_uhrsachen,uhrsachen,uhrsachen,9496,12293,382,4
TORA-LINE,TORA-LINE,1.0,website_toraline,toraline,toraline,10376,17030,383,2
ConsultTHINGS,ConsultTHINGS,1.0,website_artofthings,consultthings,consultthings,10402,25902,384,2
Pirtle Law Firm,Pirtle Law Firm,1.0,website_pirtlelawfirm,pirtle law firm,pirtle law firm,27089,10614,385,4
BrandReview,BrandReview,1.0,website_review-svip,brandreview,brandreview,27493,10710,386,2
ReBalance Fysiotherapie Breda,ReBalance Fysiotherapie,1.0,website_rebalancefysiotherapie,rebalance fysiotherapie breda,rebalance fysiotherapie,20146,10774,387,2
Paula's Design Team,Paulas Design Team,1.0,website_paulasdesignteam,paulas design team,paulas design team,11008,13458,388,4
The Beam Shop,The Beam Shop,1.0,website_thebeamshop,the beam shop,the beam shop,20848,12237,389,2
Safford RV Resort,Safford RV Resort,1.0,website_saffordrvr,safford rv resort,safford rv resort,12904,12685,390,2
Technicom Sales & Services,Technicom Sales & Services,1.0,website_technicom,technicom sales services,technicom sales services,13410,32189,391,5
Oimoya,Oimoya,1.0,website_oimoya-kagoshima,oimoya,oimoya,13429,17599,392,2
MORE Real Estate Group,MORE Real Estate Group,1.0,website_morerealestategroup,more real estate group,more real estate group,13676,20349,393,4
Orange County Fence Company,Orange County Fence Company,1.0,website_orangecountyfencecompany,orange county fence,orange county fence,13770,24455,394,3
St Paul's Knightsbridge,St Paul's Knightsbridge,1.0,website_spkb,st pauls knightsbridge,st pauls knightsbridge,14168,16188,395,4
Group AMANA,Group AMANA,1.0,website_amanabuildings,group amana,group amana,14905,16161,396,2
Luhn Drehtechnik GmbH,Luhn Drehtechnik GmbH,1.0,website_luhn-referenzkoerper,luhn drehtechnik,luhn drehtechnik,15979,31699,397,5
Bauer Ottobrunn,Autohaus Bauer Ottobrunn GmbH,1.0,website_honda-bauer-ottobrunn,bauer ottobrunn,autohaus bauer ottobrunn,20835,17063,377,4
Glass Railings Calgary,Glass Railings Calgary,1.0,website_glassrailingscalgary,glass railings calgary,glass railings calgary,18543,17871,354,12
The Dough Connection,The Dough Connection,1.0,website_the-dough-connection.square,the dough connection,the dough connection,18941,19167,400,2
Malenka GmbH,MALENKA GMBH,1.0,website_malenka-emden,malenka,malenka,19944,22817,401,5
Manta Ray Records,Manta Ray Records,1.0,website_mantarayrecords,manta ray records,manta ray records,21377,28804,403,2
Home-Rails,Home-Rails,1.0,website_glassrailingcalgary,homerails,homerails,30282,21380,404,2
Lexis Greenhouses,Lexis Greenhouses,1.0,website_lexisgreenhouses,lexis greenhouses,lexis greenhouses,29324,22717,405,2
Chaat House,Chaat House,1.0,website_chaathouseorlando,chaat house,chaat house,33274,23692,406,2
Pangea Labour Soltuions,Pangea Labour Soltuions,1.0,website_johann08.wixsite,pangea labour soltuions,pangea labour soltuions,28056,24055,407,2
Medilink Chirurg Jevíčko,Medilink chirurg Jevíčko,1.0,website_laserchirurgie,medilink chirurg jevicko,medilink chirurg jevicko,24060,24925,359,5
Video 3 Produzioni Tv S.R.L.,Video 3 Produzioni Tv s.r.l.,1.0,website_videotre,video 3 produzioni tv srl,video 3 produzioni tv srl,25096,24149,408,4
FIRST Reisebüro Schlagböhmer,FIRST Reisebüro Gabriele Schlagböhmer GmbH,1.0,website_reisebuero-schlagboehmer,first reiseburo schlagbohmer,first reiseburo gabriele schlagbohmer,26488,32653,409,3
Calgary Glass Railing,Calgary Glass Railing,1.0,website_calgaryglassrailing,calgary glass railing,calgary glass railing,31035,27101,354,12
Lake Harriet Players,Lake Harriet Players,1.0,website_lakeharrietplayers,lake harriet players,lake harriet players,31329,27259,411,2
T-FACILITA Consultoria Empresarial em Saúde,T-FACILITA Consultoria Empresarial em Saúde,1.0,website_tfacilita,tfacilita consultoria empresarial em saude,tfacilita consultoria empresarial em saude,27571,32548,412,2
Complete Welding,Complete Welding,1.0,website_wseo,complete welding,complete welding,28692,27711,413,2
Fruit d'or srl.,Fruit d'or srl.,1.0,phone_350,fruit dor srl,fruit dor srl,20952,30929,417,5
HEBAN,Heban,1.0,location_poland_gmina_garwolin,heban,heban,12,16671,418,5
Prevailing Winds Lodge,Prevailing Winds Lodge,1.0,location_united_states_town_of_blue_mounds,prevailing winds lodge,prevailing winds lodge,20,16989,419,2
Gatehouse Golf Club,Gatehouse Golf Club,1.0,location_united_kingdom_castle_douglas,gatehouse golf club,gatehouse golf club,201,30482,421,2
Padel Kings,Padel Kings,1.0,location_netherlands_de_goorn,padel kings,padel kings,11576,212,422,2
Excel Dental Lab,Excel Dental Lab,1.0,location_india_dwarka_tehsil,excel dental lab,excel dental lab,13044,215,423,3
Hillrise Stonework,Hillrise Stonework,1.0,location_united_kingdom_woodstock,hillrise stonework,hillrise stonework,4442,270,426,2
Employ For Ability,Employ For Ability,1.0,location_australia_district_of_gungahlin,employ for ability,employ for ability,282,9709,427,4
Bucher-Künzli Gmbh Bedachung,Bucher-Künzli Gmbh Bedachung,1.0,location_switzerland_zell_zh,bucherkunzli bedachung,bucherkunzli bedachung,9434,302,429,5
The Loft Bar and Bed & Breakfast,The Loft Bar and Bed & Breakfast,1.0,location_australia_ballina,the loft bar and bed breakfast,the loft bar and bed breakfast,403,2740,430,2
FG Logistics,FG Logistics,1.0,location_thailand_pathum_thani,fg logistics,fg logistics,11626,406,431,2
Nictau Lodge,Nictau Lodge,1.0,location_canada_lorne_parish,nictau lodge,nictau lodge,16640,410,432,2
Fresh Burger,Fresh Burger,1.0,location_saudi_arabia_at_taif,fresh burger,fresh burger,432,9091,433,2
Groupe Brunet,Groupe BRUNET,1.0,location_france_ambrieu-en-bugey,groupe brunet,groupe brunet,450,17818,434,5
ALLSIGHT VISION CARE,ALLSIGHT VISION CARE,1.0,location_united_states_federal_way,allsight vision care,allsight vision care,23214,575,436,3
Marathon Distribution Services,Marathon Distribution Services,1.0,location_united_states_compton,marathon distribution services,marathon distribution services,11790,591,437,2
Scenic Rim Equine Assisted Development,SCENIC RIM EQUINE ASSISTED DEVELOPMENT,1.0,location_australia_scenic_rim_regional,scenic rim equine assisted development,scenic rim equine assisted development,624,30740,290,5
Riviera Schools,Riviera Schools,1.0,location_united_states_kendall,riviera schools,riviera schools,15180,741,439,2
Recovera Využití zdrojů,Recovera Využití zdrojů,1.0,location_czechia_litovel,recovera vyuziti zdroju,recovera vyuziti zdroju,19897,766,440,2
Ocean Blue Car Wash,Ocean Blue Car Wash,1.0,location_united_states_flagstaff,ocean blue car wash,ocean blue car wash,12128,785,441,2
Connections Family Wellness,Connections Family Wellness,1.0,location_united_states_rexburg,connections family wellness,connections family wellness,794,28703,442,2
Planet Leasing,PLANET LEASING,1.0,location_united_kingdom_stanmore,planet leasing,planet leasing,802,799,443,2
EXTREM AUTOMOTIVE,Extrem Automotive,1.0,location_france_brindas,extrem automotive,extrem automotive,900,15758,445,4
Acti-Sol,Acti-Sol,1.0,location_canada_bedford,actisol,actisol,952,6771,447,2
Haus am Waldstadion,Haus am Waldstadion,1.0,location_germany_frstenberghavel,haus am waldstadion,haus am waldstadion,27416,1122,448,2
Boundless Graphix,Boundless Graphix,1.0,location_belgium_olen,boundless graphix,boundless graphix,12577,1124,449,2
Roin World,Roin World,1.0,location_turkey_glnar,roin world,roin world,1192,2041,451,3
Locate Estate Agents,Locate Estate Agents,1.0,location_united_kingdom_derrylondonderry,locate estate agents,locate estate agents,31363,1197,452,2
Designer Living Kitchens,Designer Living Kitchens,1.0,location_australia_coffs_harbour,designer living kitchens,designer living kitchens,1232,2001,453,2
Guam Home Center,Guam Home Center,1.0,location_guam_dededo_municipality,guam home center,guam home center,1241,21926,454,2
Evs Metal,EVS Metal,1.0,location_united_states_keene,evs metal,evs metal,18400,1330,456,5
Encofa,ENCOFA,1.0,location_slovakia_nov_dubnica,encofa,encofa,9356,1340,457,2
High Country Healing Room,High Country Healing Room,1.0,location_united_states_boone,high country healing room,high country healing room,1418,20122,459,2
Hout en bouwmaterialen,Hout en Bouwmaterialen,1.0,location_netherlands_surhuisterveen,hout en bouwmaterialen,hout en bouwmaterialen,2065,1427,460,3
Sylvester Community Church,Sylvester Community Church,1.0,location_united_states_hinton_township,sylvester community church,sylvester community church,1457,31506,461,2
Shepherd Electric Supply,Shepherd Electric Supply,1.0,location_united_states_short_pump,shepherd electric supply,shepherd electric supply,1570,5614,463,2
Dasenbrock,Dasenbrock,1.0,location_germany_achim,dasenbrock,dasenbrock,1633,17306,464,2
New Hope North East,New Hope North East,1.0,location_united_kingdom_east_boldon,new hope north east,new hope north east,29745,1710,466,2
Henrys bageri,Henrys bageri,1.0,location_sweden_skvde_kommun,henrys bageri,henrys bageri,1771,19261,467,2
Absolute Audio,Absolute Audio,1.0,location_united_states_carlinville,absolute audio,absolute audio,33312,1860,468,2
Clinical Hypnotherapy Centre,Clinical Hypnotherapy Centre,1.0,location_australia_ramsgate,clinical hypnotherapy centre,clinical hypnotherapy centre,1984,12438,470,4
Bestway Future,Bestway Future,1.0,location_india_ambala_cantt,bestway future,bestway future,7609,2046,472,2
Spectrum Security Products,Spectrum Security Products,1.0,location_south_africa_pinetown,spectrum security products,spectrum security products,27864,2068,473,2
El Parque de la Vida,El Parque de la Vida,1.0,location_spain_tineo,el parque de la vida,el parque de la vida,2134,29319,474,3
SPM Furniture,SPM Furniture,1.0,location_ireland_balbriggan,spm furniture,spm furniture,12261,2215,475,2
Cuijten Maintenance Services B.V.,Cuijten Maintenance Services B.V.,1.0,location_netherlands_maarheeze,cuijten maintenance services bv,cuijten maintenance services bv,3754,2247,476,3
Beijing Lianzhonglian Woodworking Machinery Co. Ltd.,Beijing Lianzhonglian Woodworking Machinery Co. Ltd.,1.0,location_china_fengtai_district,beijing lianzhonglian woodworking machinery co ltd,beijing lianzhonglian woodworking machinery co ltd,23560,2316,478,2
Mexicali Cantina Grill,Mexicali Cantina Grill,1.0,location_united_states_ware,mexicali cantina grill,mexicali cantina grill,2321,28070,479,3
Meishoku,Meishoku Co. Ltd.,1.0,location_japan_kobe,meishoku,meishoku co ltd,5034,2383,480,3
Gainsite Plumbing Gas & Kitchens,Gainsite,1.0,location_australia_bundaberg,gainsite plumbing gas kitchens,gainsite,2611,31557,483,3
CKmax,CKmax,1.0,location_belgium_tournai,ckmax,ckmax,2681,24346,484,3
Bawarrion,Bawarrion,1.0,location_united_states_hesperia,bawarrion,bawarrion,28088,2733,486,2
RC-auta,RC AUTA,1.0,location_czechia_beov,rcauta,rc auta,16548,2767,487,3
D&G Direktvertrieb GmbH,D&G Direktvertrieb GmbH,1.0,location_germany_neuenkirchen-vrden,dg direktvertrieb,dg direktvertrieb,3089,30718,488,2
CITY SIGHTSEEING LTD,CITY SIGHTSEEING LIMITED,1.0,location_united_kingdom_south_ockendon,city sightseeing,city sightseeing,32008,3097,489,2
Creative Trails,Creative Trails,1.0,location_united_states_south_portland,creative trails,creative trails,21417,3147,491,2
Beverley Simpkins Counselling,Beverley Simpkins Counselling,1.0,location_united_kingdom_coulsdon,beverley simpkins counselling,beverley simpkins counselling,3162,5450,492,5
Pahang Lin Siong,Pahang Lin Siong Motor Co Bhd.,1.0,location_malaysia_raub,pahang lin siong,pahang lin siong motor bhd,3289,21854,495,2
Concept UK Building Systems Limited,Concept UK Building Systems Limited,1.0,location_united_kingdom_canvey_island,concept uk building systems,concept uk building systems,3304,12803,496,4
GNOSJÖ HJÄLPER,GNOSJÖ HJÄLPER,1.0,location_sweden_gnosj_kommun,gnosjo hjalper,gnosjo hjalper,19201,3338,498,2
BAM Makeup Studio,BAM Makeup Studio,1.0,location_australia_city_of_mandurah,bam makeup studio,bam makeup studio,3406,16839,499,2
Nutridani,NutriDani,1.0,location_brazil_regio_imediata_de_dracena,nutridani,nutridani,21089,3442,500,3
Cockburn School of Music,Cockburn School of Music,1.0,location_united_states_southlake,cockburn school of music,cockburn school of music,3512,19545,501,2
Knackwurstprofi,Landfleischerei Kirchheilingen,1.0,location_germany_ohrdruf,knackwurstprofi,landfleischerei kirchheilingen,3538,13500,126,10
Ros Norton,Ros Norton,1.0,location_united_kingdom_emsworth,ros norton,ros norton,30108,3548,502,2
Powerflow Exhausts,Powerflow Exhausts,1.0,location_united_kingdom_bridport,powerflow exhausts,powerflow exhausts,3616,11116,503,5
Chatime,Chatime,1.0,location_philippines_malolos,chatime,chatime,3752,25293,504,2
Deha Tech,Deha Tech,1.0,location_uzbekistan_tashkent,deha tech,deha tech,30248,3762,505,2
Kelley Locksmith,KELLEY LOCKSMITH LLC.,1.0,location_united_states_shelby_county,kelley locksmith,kelley locksmith llc,3901,7662,506,5
Jacketsjunction,Jackets Junction,1.0,location_united_states_des_plaines,jacketsjunction,jackets junction,19003,3935,507,5
Comicimoc,Comicimocs,1.0,location_germany_lieberose,comicimoc,comicimocs,3952,21156,508,4
Neosis Yazılım Ve Bilişim Teknolojileri,Neosis Yazilim ve Bilişim Teknolojileri,1.0,location_turkey_serdivan,neosis yazilim ve bilisim teknolojileri,neosis yazilim ve bilisim teknolojileri,4025,23540,509,4
Astro Kapoor,Astro Kapoor,1.0,location_india_mumbai_suburban_district,astro kapoor,astro kapoor,4034,27410,510,2
Vaciados Económicos,Vaciados Económicos,1.0,location_spain_sant_andreu_de_la_barca,vaciados economicos,vaciados economicos,29531,4063,512,2
OPAC,OPAC,1.0,location_france_fontenay-le-comte,opac,opac,7241,4092,513,4
Keus Schoonmaak en Diensten B.V.,Keus Schoonmaak en Diensten B.V.,1.0,location_netherlands_hengelo,keus schoonmaak en diensten bv,keus schoonmaak en diensten bv,25059,4140,514,5
Barbosik,Barbosik,1.0,location_russia_opochka,barbosik,barbosik,4345,16580,516,2
Monjay Mezza,Monjay Mezza,1.0,location_france_granville,monjay mezza,monjay mezza,25738,4429,517,2
Georgia Uniforms,Georgia Uniforms,1.0,location_bahrain_aali,georgia uniforms,georgia uniforms,4496,14189,518,2
Madcap Milwaukee,Madcap Milwaukee,1.0,location_united_states_sturtevant,madcap milwaukee,madcap milwaukee,33004,4743,522,2
Bearzfoot,Bearzfoot,1.0,location_netherlands_oldambt,bearzfoot,bearzfoot,4802,19652,524,2
BETHEL ASAMBLEA DE DIOS,BETHEL ASAMBLEA DE DIOS,1.0,location_united_states_el_centro,bethel asamblea de dios,bethel asamblea de dios,4867,24861,525,2
Aba Of Tampa Bay,ABA of Tampa Bay,1.0,location_united_states_riverview,aba of tampa bay,aba of tampa bay,18499,4956,527,4
Ethon Technologies GmbH,Ethon Technologies GmbH,1.0,location_germany_dietenheim,ethon technologies,ethon technologies,4965,7446,528,4
Zomak Assignment Help,Zomak Assignment Help,1.0,location_india_ladpura_tehsil,zomak assignment help,zomak assignment help,5009,21949,529,2
Top Mortgage,Top Mortgage,1.0,location_united_states_dearborn,top mortgage,top mortgage,5018,25118,530,2
Healtopia,Healtopia,1.0,location_canada_tottenham,healtopia,healtopia,5059,28541,531,4
Casinhas da terra,Casinhas Da Terra,1.0,location_portugal_mafra,casinhas da terra,casinhas da terra,12357,5087,532,4
Pawer Systems,Pawer Systems,1.0,location_denmark_slagelse,pawer systems,pawer systems,5146,28429,533,2
Meiklebob Holidays,Meiklebob Holidays,1.0,location_united_kingdom_dumfries,meiklebob holidays,meiklebob holidays,9035,5260,534,3
Latitude Nordique,Latitude Nordique,1.0,location_france_braslou,latitude nordique,latitude nordique,6113,5286,536,2
Tomaticos,Tomaticos,1.0,location_colombia_yopal,tomaticos,tomaticos,23084,5335,537,2
Kirkland Town Library,KIRKLAND TOWN LIBRARY,1.0,location_united_states_town_of_kirkland,kirkland town library,kirkland town library,14371,5395,538,2
Vaal Psychologists,Vaal Psychologists,1.0,location_south_africa_emfuleni_local_municipality,vaal psychologists,vaal psychologists,23833,5462,541,2
Kelci Marie Photography,Kelci Marie Photography,1.0,location_united_states_olathe,kelci marie photography,kelci marie photography,5474,30869,542,2
GHSP,Ghsp-Grand Haven Stamped Products,1.0,location_united_states_grand_haven,ghsp,ghspgrand haven stamped products,21569,5578,544,5
Curcuma,Curcuma,1.0,location_poland_pock,curcuma,curcuma,26406,5782,546,2
Magnolia Plumbing,Magnolia Plumbing,1.0,location_united_states_cullman,magnolia plumbing,magnolia plumbing,5868,7359,547,2
LE ROUT'ART GOURMAND,LE ROUT'ART GOURMAND,1.0,location_france_saint-sbastien-sur-loire,le routart gourmand,le routart gourmand,6906,6134,550,4
Bike4You,Bike4you,1.0,location_russia_ulyanovsk,bike4you,bike4you,13731,6140,551,7
